
========================================================================
                       optimization routine : 8
                     set of starting values : 1
========================================================================
theta2 starting values:
   -2.586421   -0.616377    0.227579   -0.715240   -0.990075   -0.381565    0.358318    0.611703    0.734786    0.618955   -1.817857   -1.368475    0.484120


Iter     f-count          f(x)      MeshSize     Method
    5       32        2692.08             1     Successful Search
    6       38        1774.04             1     Successful Search
    7       42        1456.14             1     Successful Search
    8       45        953.836             1     Successful Search
    9       53        944.325             1     Successful Search
   10       57         910.24             1     Successful Search
   11       78        843.146             1     Successful Poll
   12      103        649.056             1     Successful Poll
   13      117        594.953             1     Successful Search
   14      125        582.013             1     Successful Search
   15      136        533.651             1     Successful Search
   16      147        513.978             1     Successful Search
   17      157        459.738             1     Successful Search
   18      163        451.999             1     Successful Search
   19      180        446.588             1     Successful Poll
   20      214        429.059             1     Successful Poll
   21      254        429.059          0.25     Refine Mesh
   22      256         352.72          0.25     Successful Search
   23      260        327.969          0.25     Successful Search
   24      266        245.866          0.25     Successful Search
   25      274        214.604          0.25     Successful Search
   26      281        207.342          0.25     Successful Search
   27      300        206.776             1     Successful Poll
   28      329        193.843             1     Successful Poll
   29      337         193.75             1     Successful Search
   30      363        158.896             1     Successful Poll

Iter     f-count        f(x)       MeshSize      Method
   31      403        158.896          0.25     Refine Mesh
   32      415        156.672          0.25     Successful Search
   33      422        152.849          0.25     Successful Search
   34      430        151.765          0.25     Successful Search
   35      437        149.833          0.25     Successful Search
   36      459        148.757             1     Successful Poll
   37      466        119.051             1     Successful Search
   38      505        119.051          0.25     Refine Mesh
   39      524         118.97             1     Successful Poll
   40      552        117.865             1     Successful Poll
   41      562        112.663             1     Successful Search
   42      603        112.231             1     Successful Poll
   43      623        111.598             1     Successful Poll
   44      663        111.598          0.25     Refine Mesh
   45      703        111.598        0.0625     Refine Mesh
   46      711        105.871        0.0625     Successful Search
   47      715        104.249        0.0625     Successful Search
   48      719        102.657        0.0625     Successful Search
   49      723        101.543        0.0625     Successful Search
   50      738        101.107        0.0625     Successful Search
   51      742        99.5229        0.0625     Successful Search
   52      751        87.8676        0.0625     Successful Search
   53      758        85.9549        0.0625     Successful Search
   54      768        84.2668        0.0625     Successful Search
   55      772        82.5797        0.0625     Successful Search
   56      778        82.1607        0.0625     Successful Search
   57      784        81.4955        0.0625     Successful Search
   58      811        73.9359          0.25     Successful Poll
   59      826        73.9337          0.25     Successful Search
   60      866        73.9337        0.0625     Refine Mesh

Iter     f-count        f(x)       MeshSize      Method
   61      906        73.9337       0.01563     Refine Mesh
   62      908         69.099       0.01563     Successful Search
   63      912        68.8849       0.01563     Successful Search
   64      919        68.0553       0.01563     Successful Search
   65      944        66.8526        0.0625     Successful Poll
   66      954        62.4387        0.0625     Successful Search
   67      973        62.3022          0.25     Successful Poll
   68     1005        62.1197             1     Successful Poll
   69     1045        62.1197          0.25     Refine Mesh
   70     1085        62.1197        0.0625     Refine Mesh
   71     1093         62.005        0.0625     Successful Search
   72     1103        61.5257        0.0625     Successful Search
   73     1107        60.9786        0.0625     Successful Search
   74     1137        60.9145          0.25     Successful Poll
   75     1177        60.9145        0.0625     Refine Mesh
   76     1199        51.9133          0.25     Successful Poll
   77     1203        50.1562          0.25     Successful Search
   78     1233        50.0327             1     Successful Poll
   79     1273        50.0327          0.25     Refine Mesh
   80     1312        50.0327        0.0625     Refine Mesh
   81     1332         46.308          0.25     Successful Poll
   82     1362        46.2284             1     Successful Poll
   83     1389        45.4696             1     Successful Poll
   84     1396        43.5539             1     Successful Search
   85     1432        43.3609             1     Successful Poll
   86     1453        43.2954             1     Successful Poll
   87     1468        42.9986             1     Successful Search
   88     1508        42.9986          0.25     Refine Mesh
   89     1548        42.9986        0.0625     Refine Mesh
   90     1565        42.5912          0.25     Successful Poll

Iter     f-count        f(x)       MeshSize      Method
   91     1598        42.5638             1     Successful Poll
   92     1637        42.5638          0.25     Refine Mesh
   93     1677        42.5638        0.0625     Refine Mesh
   94     1714         42.153          0.25     Successful Poll
   95     1722        41.4352          0.25     Successful Search
   96     1762        41.4352        0.0625     Refine Mesh
   97     1776        37.5822        0.0625     Successful Search
   98     1788        35.3198        0.0625     Successful Search
   99     1815        35.2468          0.25     Successful Poll
  100     1821        34.4051          0.25     Successful Search
  101     1827        32.7575          0.25     Successful Search
  102     1867        32.7575        0.0625     Refine Mesh
  103     1873        32.4693        0.0625     Successful Search
  104     1881        32.4326        0.0625     Successful Search
  105     1888        32.3601        0.0625     Successful Search
  106     1899        32.1863        0.0625     Successful Search
  107     1909         31.611        0.0625     Successful Search
  108     1947         31.611       0.01563     Refine Mesh
  109     1949        30.0754       0.01563     Successful Search
  110     1953        29.8466       0.01563     Successful Search
  111     1963        26.4048       0.01563     Successful Search
  112     1967        26.1683       0.01563     Successful Search
  113     2001        26.1629        0.0625     Successful Poll
  114     2007          25.74        0.0625     Successful Search
  115     2046          25.74       0.01563     Refine Mesh
  116     2086          25.74      0.003906     Refine Mesh
  117     2088        25.5917      0.003906     Successful Search
  118     2100        25.5013      0.003906     Successful Search
  119     2102        24.5987      0.003906     Successful Search
  120     2104        24.1217      0.003906     Successful Search

Iter     f-count        f(x)       MeshSize      Method
  121     2106        24.0235      0.003906     Successful Search
  122     2113        23.9562      0.003906     Successful Search
  123     2120        23.8697      0.003906     Successful Search
  124     2129        23.8398      0.003906     Successful Search
  125     2140         23.497      0.003906     Successful Search
  126     2150        23.4242      0.003906     Successful Search
  127     2156        23.3852      0.003906     Successful Search
  128     2168        23.3784      0.003906     Successful Search
  129     2180         23.242      0.003906     Successful Search
  130     2182         23.148      0.003906     Successful Search
  131     2188        23.1399      0.003906     Successful Search
  132     2200        22.7592      0.003906     Successful Search
  133     2208        22.7263      0.003906     Successful Search
  134     2222        22.2819      0.003906     Successful Search
  135     2262        22.2819     0.0009766     Refine Mesh
  136     2266         22.059     0.0009766     Successful Search
  137     2275        21.7687     0.0009766     Successful Search
  138     2289        21.6525     0.0009766     Successful Search
  139     2295        21.1318     0.0009766     Successful Search
  140     2297        21.0756     0.0009766     Successful Search
  141     2303        21.0717     0.0009766     Successful Search
  142     2315        20.6591     0.0009766     Successful Search
  143     2317        20.6298     0.0009766     Successful Search
  144     2319        20.6224     0.0009766     Successful Search
  145     2346        20.5399      0.003906     Successful Poll
  146     2350        20.5294      0.003906     Successful Search
  147     2357        20.4603      0.003906     Successful Search
  148     2392        20.3223       0.01563     Successful Poll
  149     2399        19.9683       0.01563     Successful Search
  150     2411        19.7983       0.01563     Successful Search

Iter     f-count        f(x)       MeshSize      Method
  151     2451        19.7826        0.0625     Successful Poll
  152     2472        19.7822          0.25     Successful Poll
  153     2511        19.7822        0.0625     Refine Mesh
  154     2551        19.7822       0.01563     Refine Mesh
  155     2572        19.6574        0.0625     Successful Poll
  156     2612        19.6574       0.01563     Refine Mesh
  157     2646        19.6205        0.0625     Successful Poll
  158     2687        19.3218          0.25     Successful Poll
  159     2727        19.3218        0.0625     Refine Mesh
  160     2766        19.3218       0.01563     Refine Mesh
  161     2770        19.2846       0.01563     Successful Search
  162     2810        19.2846      0.003906     Refine Mesh
  163     2825        19.2258      0.003906     Successful Search
  164     2858        19.1373       0.01563     Successful Poll
  165     2873        19.0427       0.01563     Successful Search
  166     2877        19.0321       0.01563     Successful Search
  167     2911        19.0305        0.0625     Successful Poll
  168     2951        18.8979          0.25     Successful Poll
  169     2991        18.8979        0.0625     Refine Mesh
  170     2999        18.8929        0.0625     Successful Search
  171     3039        18.8929       0.01563     Refine Mesh
  172     3079        18.8929      0.003906     Refine Mesh
  173     3083        18.8733      0.003906     Successful Search
  174     3087        18.7886      0.003906     Successful Search
  175     3094        18.7514      0.003906     Successful Search
  176     3115        18.7225       0.01563     Successful Poll
  177     3140        18.1607        0.0625     Successful Poll
  178     3180        18.1607       0.01563     Refine Mesh
  179     3220        18.1607      0.003906     Refine Mesh
  180     3260        18.1607     0.0009766     Refine Mesh

Iter     f-count        f(x)       MeshSize      Method
  181     3269         17.962     0.0009766     Successful Search
  182     3271        17.9574     0.0009766     Successful Search
  183     3285        17.8402     0.0009766     Successful Search
  184     3325        17.8402     0.0002441     Refine Mesh
  185     3342        17.7793     0.0009766     Successful Poll
  186     3348        17.7525     0.0009766     Successful Search
  187     3360        17.7366     0.0009766     Successful Search
  188     3381         17.714      0.003906     Successful Poll
  189     3387        17.7081      0.003906     Successful Search
  190     3421        17.6759       0.01563     Successful Poll
  191     3429        17.6709       0.01563     Successful Search
  192     3450        17.6695        0.0625     Successful Poll
  193     3490        17.6695       0.01563     Refine Mesh
  194     3510        17.6291        0.0625     Successful Poll
  195     3549        17.6291       0.01563     Refine Mesh
  196     3577        17.5241        0.0625     Successful Poll
  197     3617        17.5241       0.01563     Refine Mesh
  198     3632        17.4427       0.01563     Successful Search
  199     3672        17.4427      0.003906     Refine Mesh
  200     3696        17.3939       0.01563     Successful Poll
  201     3707        17.3038       0.01563     Successful Search
  202     3748        17.2631        0.0625     Successful Poll
  203     3769        17.2496          0.25     Successful Poll
  204     3809        17.2496        0.0625     Refine Mesh
  205     3848        17.2496       0.01563     Refine Mesh
  206     3888        17.2496      0.003906     Refine Mesh
  207     3927        17.2496     0.0009766     Refine Mesh
  208     3935        17.2485     0.0009766     Successful Search
  209     3946        17.2484     0.0009766     Successful Search
  210     3955        17.1034     0.0009766     Successful Search

Iter     f-count        f(x)       MeshSize      Method
  211     3976        17.0915      0.003906     Successful Poll
  212     3995        17.0884       0.01563     Successful Poll
  213     4000        17.0884      0.003906     Refine Mesh
Maximum number of function evaluations exceeded: increase options.MaxFunEvals.

Obj. function:	     17.0884

theta1:	  -32.404936   -3.135040    0.695891   -1.121064   -1.581146    2.397191    0.165568   -1.246492   -1.365279   -0.220833   -0.688490   -0.007694   -3.185907   -0.865191    0.094022    0.525847    1.820180   -1.002598   -1.457106    0.170632    0.849504    1.107174   -1.607851   -0.380213   -0.494237

theta2	    0.370183    1.861023   -0.007935    0.039761    2.542323    3.006590   -0.162267    1.417819    0.112778    1.334361    0.010843   -1.639528    8.949806

gradient-analytical
           -3.6462
            0.7360
          -52.1841
           -2.5654
           -2.1200
           -0.1186
           35.6511
            1.6084
           -1.0132
           15.3120
          128.5082
           10.4438
           -0.7967

gradient-numerical I
           81.8327
            0.4160
          -18.3030
           -0.6878
           -4.2422
           -0.4273
           -4.7954
           -0.7534
           -6.9838
            2.1111
           -5.6771
            1.5852
           -0.3305

gradient-numerical II
            1.6173
            0.4160
          -18.3030
           -0.6878
           -4.2422
           -0.4273
           -4.7954
           -0.7534
           -6.9838
            2.1111
           -5.6771
            1.5852
           -0.3305

hessian eigenvalues-numerical I
           -2.0479
            0.0017
            1.5345
            2.4276
            4.5401
           16.0513
           46.1924
           63.8792
          112.6489
          209.3454
         6074.7664
         8630.2360
        15604.4697

hessian eigenvalues-numerical II
           -3.4604
           -0.6062
           -0.0836
            0.8784
            1.9377
            7.3702
           31.8190
           40.2200
           55.6432
          180.0600
         5390.7264
         8304.8774
        14784.4009

========================================================================
                       optimization routine : 8
                     set of starting values : 3
========================================================================
theta2 starting values:
   -0.671239   -0.908876    0.387423   -0.209479    1.235660    1.354026    0.483148    1.607428    0.150214   -1.558102    0.636017   -2.038452    0.768412


Iter     f-count          f(x)      MeshSize     Method
    0        1        3668.44             1      
    1        3        2327.47             1     Successful Search
    2        5        459.075             1     Successful Search
    3        8        258.929             1     Successful Search
    4       11        256.128             1     Successful Search
    5       14        149.193             1     Successful Search
    6       48        122.489             1     Successful Poll
    7       88        122.489          0.25     Refine Mesh
    8       91        119.531          0.25     Successful Search
    9      102        117.809          0.25     Successful Search
   10      108        117.413          0.25     Successful Search
   11      148        117.413        0.0625     Refine Mesh
   12      159        93.7073        0.0625     Successful Search
   13      161        92.5925        0.0625     Successful Search
   14      164        89.7757        0.0625     Successful Search
   15      168        82.8336        0.0625     Successful Search
   16      179        82.2218        0.0625     Successful Search
   17      183        80.9253        0.0625     Successful Search
   18      191         80.783        0.0625     Successful Search
   19      230          80.11          0.25     Successful Poll
   20      270        78.3103             1     Successful Poll
   21      287        77.5762             1     Successful Poll
   22      326        77.5762          0.25     Refine Mesh
   23      341        76.2482          0.25     Successful Search
   24      349        75.9574          0.25     Successful Search
   25      389        75.9574        0.0625     Refine Mesh
   26      397        69.6734        0.0625     Successful Search
   27      399        66.9158        0.0625     Successful Search
   28      405        66.8837        0.0625     Successful Search
   29      411        66.4991        0.0625     Successful Search
   30      437        66.0334          0.25     Successful Poll

Iter     f-count        f(x)       MeshSize      Method
   31      443         65.626          0.25     Successful Search
   32      471        64.5338             1     Successful Poll
   33      511        64.5338          0.25     Refine Mesh
   34      551        64.5338        0.0625     Refine Mesh
   35      577        61.5965          0.25     Successful Poll
   36      580        61.4765          0.25     Successful Search
   37      587        55.1041          0.25     Successful Search
   38      627        54.7777             1     Successful Poll
   39      667        54.7777          0.25     Refine Mesh
   40      683        52.4197             1     Successful Poll
   41      723        52.2275             1     Successful Poll
   42      729        51.2257             1     Successful Search
   43      766        51.2257          0.25     Refine Mesh
   44      800        50.9844             1     Successful Poll
   45      840        50.9844          0.25     Refine Mesh
   46      872        50.8259             1     Successful Poll
   47      911        50.8259          0.25     Refine Mesh
   48      922         50.581          0.25     Successful Search
   49      961         50.581        0.0625     Refine Mesh
   50      971        37.4805        0.0625     Successful Search
   51     1011        37.4805       0.01563     Refine Mesh
   52     1028        35.3754        0.0625     Successful Poll
   53     1039        35.0761        0.0625     Successful Search
   54     1045        34.8174        0.0625     Successful Search
   55     1076        34.7482          0.25     Successful Poll
   56     1079        31.6943          0.25     Successful Search
   57     1084        31.6352          0.25     Successful Search
   58     1095        31.3498          0.25     Successful Search
   59     1133        31.3498        0.0625     Refine Mesh
   60     1139        31.2687        0.0625     Successful Search

Iter     f-count        f(x)       MeshSize      Method
   61     1147        31.2201        0.0625     Successful Search
   62     1170        31.0414          0.25     Successful Poll
   63     1176        30.8142          0.25     Successful Search
   64     1214        30.8142        0.0625     Refine Mesh
   65     1229        30.7496        0.0625     Successful Search
   66     1248        30.7051          0.25     Successful Poll
   67     1288        30.7051        0.0625     Refine Mesh
   68     1328        30.7051       0.01563     Refine Mesh
   69     1347        30.6241        0.0625     Successful Poll
   70     1387        30.6241       0.01563     Refine Mesh
   71     1391        30.3476       0.01563     Successful Search
   72     1406        30.0907       0.01563     Successful Search
   73     1408          30.05       0.01563     Successful Search
   74     1412        30.0366       0.01563     Successful Search
   75     1419        29.5281       0.01563     Successful Search
   76     1435        29.4938        0.0625     Successful Poll
   77     1463        29.2736          0.25     Successful Poll
   78     1480        28.9526             1     Successful Poll
   79     1520        28.9526          0.25     Refine Mesh
   80     1554        28.8688             1     Successful Poll
   81     1594        28.8688          0.25     Refine Mesh
   82     1634        28.8688        0.0625     Refine Mesh
   83     1674        28.8688       0.01563     Refine Mesh
   84     1713        28.8688      0.003906     Refine Mesh
   85     1730        28.8159       0.01563     Successful Poll
   86     1747        28.7498        0.0625     Successful Poll
   87     1787        28.7498       0.01563     Refine Mesh
   88     1827        28.7498      0.003906     Refine Mesh
   89     1829        28.7406      0.003906     Successful Search
   90     1832        27.9642      0.003906     Successful Search

Iter     f-count        f(x)       MeshSize      Method
   91     1834        27.7044      0.003906     Successful Search
   92     1836        27.5675      0.003906     Successful Search
   93     1838        27.5451      0.003906     Successful Search
   94     1868        27.2008       0.01563     Successful Poll
   95     1871        27.1322       0.01563     Successful Search
   96     1883        26.4019       0.01563     Successful Search
   97     1887        25.6325       0.01563     Successful Search
   98     1889        25.4773       0.01563     Successful Search
   99     1929        25.4773      0.003906     Refine Mesh
  100     1936        24.6636      0.003906     Successful Search
  101     1939        24.4933      0.003906     Successful Search
  102     1972         24.447       0.01563     Successful Poll
  103     1989        24.1207        0.0625     Successful Poll
  104     2029        24.1207       0.01563     Refine Mesh
  105     2040        24.0782       0.01563     Successful Search
  106     2043        24.0331       0.01563     Successful Search
  107     2051        24.0143       0.01563     Successful Search
  108     2091        24.0143      0.003906     Refine Mesh
  109     2110        23.7699       0.01563     Successful Poll
  110     2125        23.2243       0.01563     Successful Search
  111     2127        23.1719       0.01563     Successful Search
  112     2131        23.0704       0.01563     Successful Search
  113     2135        22.7793       0.01563     Successful Search
  114     2163        22.6663        0.0625     Successful Poll
  115     2203        22.6663       0.01563     Refine Mesh
  116     2205        22.3765       0.01563     Successful Search
  117     2225        22.0004        0.0625     Successful Poll
  118     2241        21.9923          0.25     Successful Poll
  119     2258        21.8714             1     Successful Poll
  120     2286         21.487             1     Successful Poll

Iter     f-count        f(x)       MeshSize      Method
  121     2326         21.487          0.25     Refine Mesh
  122     2366         21.487        0.0625     Refine Mesh
  123     2377        21.4359        0.0625     Successful Search
  124     2407        21.3434          0.25     Successful Poll
  125     2447        21.3434        0.0625     Refine Mesh
  126     2487        21.3434       0.01563     Refine Mesh
  127     2498        21.3243       0.01563     Successful Search
  128     2502        21.3217       0.01563     Successful Search
  129     2505        21.0172       0.01563     Successful Search
  130     2507        20.8794       0.01563     Successful Search
  131     2547        20.8794      0.003906     Refine Mesh
  132     2550        20.8462      0.003906     Successful Search
  133     2565        20.6652      0.003906     Successful Search
  134     2577        20.2418      0.003906     Successful Search
  135     2593        20.2032       0.01563     Successful Poll
  136     2599         20.115       0.01563     Successful Search
  137     2603         20.085       0.01563     Successful Search
  138     2644        20.0481        0.0625     Successful Poll
  139     2684        20.0481       0.01563     Refine Mesh
  140     2687         20.023       0.01563     Successful Search
  141     2691        19.8729       0.01563     Successful Search
  142     2712        19.8673        0.0625     Successful Poll
  143     2752        19.8673       0.01563     Refine Mesh
  144     2792        19.8673      0.003906     Refine Mesh
