
========================================================================
                       optimization routine : 9
                     set of starting values : 1
========================================================================
theta2 starting values:
   -2.586421   -0.616377    0.227579   -0.715240   -0.990075   -0.381565    0.358318    0.611703    0.734786    0.618955   -1.817857   -1.368475    0.484120


Iter     f-count          f(x)      MeshSize     Method
   96     1154        2196.11             1     Successful Search
   97     1168        2195.53             1     Successful Search
   98     1182        2195.08             1     Successful Search
   99     1196        2194.75             1     Successful Search
  100     1210        2194.53             1     Successful Search
  101     1224        2194.44             1     Successful Search
  102     1239        1407.67             2     Successful Poll
  103     1254        1403.39             4     Successful Poll
  104     1269         1400.9             8     Successful Poll
  105     1295         1400.9             4     Refine Mesh
  106     1321         1400.9             2     Refine Mesh
  107     1348         1400.9             1     Refine Mesh
  108     1375         1400.9           0.5     Refine Mesh
  109     1402         1400.9          0.25     Refine Mesh
  110     1429         1400.9         0.125     Refine Mesh
  111     1456         1400.9        0.0625     Refine Mesh
  112     1483         1400.9       0.03125     Refine Mesh
  113     1510         1400.9       0.01563     Refine Mesh
  114     1537         1400.9      0.007813     Refine Mesh
  115     1564         1400.9      0.003906     Refine Mesh
  116     1591         1400.9      0.001953     Refine Mesh
  117     1618         1400.9     0.0009766     Refine Mesh
Optimization terminated: change in X less than options.TolX.

Obj. function:	   1400.9047

theta1:	  -39.279348   -1.938289   -5.260563   -0.203720   -0.113150    1.801830   -1.224474    0.160253   -0.013564   -1.606620    0.649818   -0.263224   -2.354906    0.613286   -0.873918   -0.409151   -2.536285   -0.865440   -0.052644   -7.053525    1.758711   -0.207187   -0.540751   -1.060473    0.540199

theta2	    1.413579    2.383623    0.227579   -0.715240   -0.990075   -0.381565    0.358318    2.111703    0.734786    1.118955    0.182143    1.631525   39.484120

gradient-analytical
-1835255122163.9856
-191275784560.1064
-90206126357290.6090
3865745322781.8306
-4778694411235.8525
-842215832421.6395
-126551098144595.8100
-6359981440697.0908
-12917914063120.0410
-2912599356669.0830
-85914613990011.1720
-6967160930078.9922
 -90497441378.3814

gradient-numerical I
          265.7760
           -0.6315
         6632.1259
           -3.8270
          161.6883
           25.1734
         2201.9490
           14.0520
          477.4612
           23.5897
          295.8996
           16.7154
           -0.1357

gradient-numerical II
          266.0208
           -0.7545
         6633.1083
           -3.9409
          162.0097
           25.3726
         2201.3647
           13.9821
          477.3291
           23.1812
          296.3231
           17.0249
           -0.1443

hessian eigenvalues-numerical I
          -19.3058
           -7.0347
            0.4532
            7.8715
           12.2963
           17.7242
           29.2475
           66.7434
          112.3657
          271.1461
         6280.2827
         7963.2229
        32807.0269

hessian eigenvalues-numerical II
         -194.5369
           -5.2195
           -3.4321
            0.2236
            0.9350
           14.2124
           22.6913
           48.4208
           83.9458
          269.6449
         5904.5822
         8557.2188
        31825.6697

========================================================================
                       optimization routine : 9
                     set of starting values : 2
========================================================================
theta2 starting values:
   -1.834895   -2.664368   -0.842164    0.478726   -0.629552    0.465574    0.177577    0.937350   -0.067703    0.846080   -0.773337    1.592894   -0.636620


Iter     f-count          f(x)      MeshSize     Method
    0        1        5712.74             1      
    1        3        4969.07             1     Successful Search
    2        7        4012.33             1     Successful Search
    3       13        3799.25             1     Successful Search
    4       16        3771.83             1     Successful Search
    5       19        3767.03             1     Successful Search
    6       22        3687.55             1     Successful Search
    7       28        3586.11             1     Successful Search
    8       31        3494.07             1     Successful Search
    9       37        3336.47             1     Successful Search
   10       43         3143.6             1     Successful Search
   11       49         3009.3             1     Successful Search
   12       56        3005.78             1     Successful Search
   13       63        2998.35             1     Successful Search
   14       70        2995.91             1     Successful Search
   15       77        2990.11             1     Successful Search
   16       84        2987.53             1     Successful Search
   17       91         2982.3             1     Successful Search
   18       98        2977.71             1     Successful Search
   19      105        2969.38             1     Successful Search
   20      114         2933.3             1     Successful Search
   21      121        2926.15             1     Successful Search
   22      128        2926.14             1     Successful Search
   23      137         2863.1             1     Successful Search
   24      144        2860.53             1     Successful Search
   25      153        2857.72             1     Successful Search
   26      160         2839.3             1     Successful Search
   27      171        2650.72             1     Successful Search
   28      182        2493.96             1     Successful Search
   29      193         2366.6             1     Successful Search
   30      204        2246.53             1     Successful Search

Iter     f-count        f(x)       MeshSize      Method
   31      215        2122.76             1     Successful Search
   32      226        1965.33             1     Successful Search
   33      237        1758.28             1     Successful Search
   34      248        1613.56             1     Successful Search
   35      253        1610.51             1     Successful Search
   36      264        1534.97             1     Successful Search
   37      283        1429.11             2     Successful Poll
   38      301        1254.57             4     Successful Poll
   39      319        1133.47             8     Successful Poll
   40      345        1133.47             4     Refine Mesh
   41      371        1133.47             2     Refine Mesh
   42      398        1133.47             1     Refine Mesh
   43      425        1133.47           0.5     Refine Mesh
   44      452        1133.47          0.25     Refine Mesh
   45      479        1133.47         0.125     Refine Mesh
   46      506        1133.47        0.0625     Refine Mesh
   47      533        1133.47       0.03125     Refine Mesh
   48      560        1133.47       0.01563     Refine Mesh
   49      587        1133.47      0.007813     Refine Mesh
   50      614        1133.47      0.003906     Refine Mesh
   51      641        1133.47      0.001953     Refine Mesh
   52      668        1133.47     0.0009766     Refine Mesh
Optimization terminated: change in X less than options.TolX.

Obj. function:	   1133.4692

theta1:	  -36.228215   -8.745925   -3.678972   -5.750089   -4.740466    2.673198   -0.208070   -6.225666   -3.753099   -0.581169   -5.128181    0.155881   -7.856340   -5.793599    0.163990    0.614961   -1.329148   -0.944578   -4.450566   -6.466963    0.056414    0.776370   -3.010391   -0.195655   -5.467866

theta2	    0.165105    5.335632    0.157836    0.978726   -1.629552    6.465574    0.177577    3.937350   -0.067703    9.846080   -0.773337    1.592894   -0.636620

gradient-analytical
-150063852383.6890
 -12602442870.5758
-74827014465345.7340
-4141846125934.9395
-4779269510092.3652
-683459572906.0018
-56290221517024.0940
-9372450656104.3398
-10893086193647.1040
-6350803959321.4805
108660135212953.8600
-2097648266010.5117
 289937517439.3863

gradient-numerical I
          118.1745
            1.1710
         4989.1316
           32.8370
          -23.7436
           -0.2163
          874.3053
           76.4610
           25.8411
           34.2623
         -636.1954
           44.6586
            0.7445

gradient-numerical II
          118.1748
            1.1710
         4989.1322
           32.8370
          -23.7435
           -0.2163
          874.3054
           76.4610
           25.8407
           34.2623
         -636.1953
           44.6586
            0.7445

hessian eigenvalues-numerical I
        -4695.7320
         -485.0458
           -7.0748
           -2.9217
            0.4372
            8.7188
           18.8049
           31.6377
           63.5404
          213.5127
          592.2634
        21521.6024
        29829.4173

hessian eigenvalues-numerical II
        -5738.6848
          -27.5183
          -14.8436
           -3.9708
           -0.3577
            1.8882
            7.2626
           25.3463
           29.1081
           39.7913
          607.2019
        20383.7462
        29698.6599

========================================================================
                       optimization routine : 9
                     set of starting values : 3
========================================================================
theta2 starting values:
   -0.671239   -0.908876    0.387423   -0.209479    1.235660    1.354026    0.483148    1.607428    0.150214   -1.558102    0.636017   -2.038452    0.768412


Iter     f-count          f(x)      MeshSize     Method
    0        1        3668.44             1      
    1        2        2327.47             1     Successful Search
    2        4        2223.44             1     Successful Search
    3        6        2174.91             1     Successful Search
    4        9           2167             1     Successful Search
    5       12        2160.85             1     Successful Search
    6       15        2156.59             1     Successful Search
    7       18        2154.42             1     Successful Search
    8       23        2137.92             1     Successful Search
    9       28        2124.31             1     Successful Search
   10       33         2113.5             1     Successful Search
   11       38        2105.56             1     Successful Search
   12       41        2105.54             1     Successful Search
   13       46        2100.36             1     Successful Search
   14       51        2097.99             1     Successful Search
   15       57        1640.81             1     Successful Search
   16       60        1638.35             1     Successful Search
   17       65        1636.05             1     Successful Search
   18       70        1635.13             1     Successful Search
   19       76        1375.45             1     Successful Search
   20       82        1285.42             1     Successful Search
   21       91        1240.73             1     Successful Search
   22       93        1230.16             1     Successful Search
   23      102        1171.27             1     Successful Search
   24      111        1090.39             1     Successful Search
   25      120        998.385             1     Successful Search
   26      129        928.306             1     Successful Search
   27      138        896.826             1     Successful Search
   28      141        896.496             1     Successful Search
   29      152         593.69             1     Successful Search
   30      154        591.813             1     Successful Search

Iter     f-count        f(x)       MeshSize      Method
   31      165        415.993             1     Successful Search
   32      170        413.859             1     Successful Search
   33      184        412.299             1     Successful Search
   34      198        410.884             1     Successful Search
   35      203        410.873             1     Successful Search
   36      217        409.509             1     Successful Search
   37      231        408.299             1     Successful Search
   38      245        407.268             1     Successful Search
   39      259         406.42             1     Successful Search
   40      273        405.774             1     Successful Search
   41      287        405.268             1     Successful Search
   42      301        404.991             1     Successful Search
   43      315        404.898             1     Successful Search
   44      331        401.934             2     Successful Poll
   45      349        324.438             4     Successful Poll
   46      362        322.422             4     Successful Search
   47      378        321.814             8     Successful Poll
   48      404        321.814             4     Refine Mesh
   49      423        316.316             8     Successful Poll
   50      449        316.316             4     Refine Mesh
   51      467        316.158             8     Successful Poll
   52      493        316.158             4     Refine Mesh
   53      514        301.794             8     Successful Poll
   54      540        301.794             4     Refine Mesh
   55      566        301.794             2     Refine Mesh
   56      593        301.794             1     Refine Mesh
   57      620        301.794           0.5     Refine Mesh
   58      647        301.794          0.25     Refine Mesh
   59      674        301.794         0.125     Refine Mesh
   60      701        301.794        0.0625     Refine Mesh

Iter     f-count        f(x)       MeshSize      Method
   61      728        301.794       0.03125     Refine Mesh
   62      755        301.794       0.01563     Refine Mesh
   63      782        301.794      0.007813     Refine Mesh
   64      809        301.794      0.003906     Refine Mesh
   65      836        301.794      0.001953     Refine Mesh
   66      863        301.794     0.0009766     Refine Mesh
Optimization terminated: change in X less than options.TolX.

Obj. function:	    301.7935

theta1:	  -32.213580   -5.456568   -1.732016   -3.304344   -0.887520    1.945823   -0.742566   -3.535919   -0.733526   -1.115587    0.242350   -0.435814   -5.358938   -3.175372   -0.646144   -0.169631   -0.242582   -1.216488   -0.688552   -2.446485    1.150030    0.274592   -1.297682   -0.993412    0.576729

theta2	    0.828761    0.091124   -0.112577    1.040521    1.235660   -3.645974   -0.016852    3.607428    0.025214    0.441898    0.136017   -4.038452   13.768412

gradient-analytical
-2173908887716.8550
 -21452147334.2906
108790012381446.5300
-3705319746076.8037
-4583530123196.5156
-514537457640.6887
-55077945632094.0860
-6323543817192.3701
-7769384766373.9248
-2371386538532.2144
-105425280344448.5300
8194109883363.6670
  27178869285.4230

gradient-numerical I
          115.5751
           -2.3774
         -382.6503
           12.7599
          -63.1972
           -8.1334
         -352.5480
          -24.8866
         -146.3354
         -177.5201
         -653.5138
         -117.7827
            6.4175

gradient-numerical II
          115.5752
           -2.3764
         -382.6497
           12.7599
          -63.1973
           -8.1334
         -352.5468
          -24.8866
         -146.3363
         -177.5197
         -653.5131
         -117.7827
            6.4175

hessian eigenvalues-numerical I
        -5809.3629
          -58.0946
           -2.2256
            0.0204
            2.8146
            6.1902
           27.4653
           41.0829
          139.3195
          845.4549
         2636.4210
         8022.3475
        13953.8540

hessian eigenvalues-numerical II
        -1021.2623
          -36.2664
          -18.5630
           -0.7275
            0.4248
            2.7920
            4.1118
           25.3063
           71.2073
          109.5608
         2100.8983
         9104.1561
        10431.9997

========================================================================
                       optimization routine : 9
                     set of starting values : 4
========================================================================
theta2 starting values:
   -0.339214    0.033414    1.076229    0.214286    0.096533   -1.718105   -0.680832    1.621952   -0.406885   -0.166022   -0.236277    0.800022    0.859961


Iter     f-count          f(x)      MeshSize     Method
    0        1        17605.6             1      
    1        9        14143.5             1     Successful Search
    2       12        13186.8             1     Successful Search
    3       15        13184.6             1     Successful Search
    4       18        13183.5             1     Successful Search
    5       21        13181.1             1     Successful Search
    6       29        10922.6             1     Successful Search
    7       30        6549.91             1     Successful Search
    8       38         2875.4             1     Successful Search
    9       40         2842.6             1     Successful Search
   10       42        2825.37             1     Successful Search
   11       45        2825.05             1     Successful Search
   12       51        2708.47             1     Successful Search
   13       57        2597.21             1     Successful Search
   14       63        2491.96             1     Successful Search
   15       69        2392.87             1     Successful Search
   16       75        2300.26             1     Successful Search
   17       81        2214.46             1     Successful Search
   18       87        2135.36             1     Successful Search
   19       93        2062.76             1     Successful Search
   20       99        1996.67             1     Successful Search
   21      105        1936.47             1     Successful Search
   22      111        1881.83             1     Successful Search
   23      117        1832.25             1     Successful Search
   24      123        1787.39             1     Successful Search
   25      129         1746.9             1     Successful Search
   26      135        1710.64             1     Successful Search
   27      141        1678.61             1     Successful Search
   28      147        1650.83             1     Successful Search
   29      153        1627.39             1     Successful Search
   30      159        1608.31             1     Successful Search

Iter     f-count        f(x)       MeshSize      Method
   31      165        1593.49             1     Successful Search
   32      171        1582.83             1     Successful Search
   33      177        1576.09             1     Successful Search
   34      183        1573.05             1     Successful Search
   35      192        1487.53             1     Successful Search
   36      195        1487.26             1     Successful Search
   37      200        1484.19             1     Successful Search
   38      203        1483.78             1     Successful Search
   39      208        1483.31             1     Successful Search
   40      211        1482.88             1     Successful Search
   41      220        1409.12             1     Successful Search
   42      223         1408.9             1     Successful Search
   43      232        1368.92             1     Successful Search
   44      235        1368.59             1     Successful Search
   45      244        1356.02             1     Successful Search
   46      247        1355.91             1     Successful Search
   47      258        1330.06             1     Successful Search
   48      269        1306.34             1     Successful Search
   49      280        1283.63             1     Successful Search
   50      291        1262.44             1     Successful Search
   51      302        1242.59             1     Successful Search
   52      313        1223.73             1     Successful Search
   53      324        1205.98             1     Successful Search
   54      335        1189.23             1     Successful Search
   55      346        1173.46             1     Successful Search
   56      357        1158.57             1     Successful Search
   57      368        1144.53             1     Successful Search
   58      379        1131.26             1     Successful Search
   59      390        1118.73             1     Successful Search
   60      401        1106.88             1     Successful Search

Iter     f-count        f(x)       MeshSize      Method
   61      412        1095.69             1     Successful Search
   62      423        1085.13             1     Successful Search
   63      434        1075.22             1     Successful Search
   64      445        1065.98             1     Successful Search
   65      456        1057.47             1     Successful Search
   66      467        1049.73             1     Successful Search
   67      478        1042.81             1     Successful Search
   68      489        1036.69             1     Successful Search
   69      500        1031.36             1     Successful Search
   70      511        1026.73             1     Successful Search
   71      522        1022.69             1     Successful Search
   72      533        1019.07             1     Successful Search
   73      544        1015.71             1     Successful Search
   74      555        1012.42             1     Successful Search
   75      566        1009.01             1     Successful Search
   76      577        1005.32             1     Successful Search
   77      588        1001.22             1     Successful Search
   78      590        999.456             1     Successful Search
   79      601        992.851             1     Successful Search
   80      612        985.783             1     Successful Search
   81      615        985.771             1     Successful Search
   82      626        978.287             1     Successful Search
   83      629        978.259             1     Successful Search
   84      632        978.249             1     Successful Search
   85      635        978.241             1     Successful Search
   86      638        978.237             1     Successful Search
   87      641        978.236             1     Successful Search
   88      652        970.336             1     Successful Search
   89      655        970.305             1     Successful Search
   90      658        970.292             1     Successful Search

Iter     f-count        f(x)       MeshSize      Method
   91      661        970.282             1     Successful Search
   92      664        970.274             1     Successful Search
   93      667         970.27             1     Successful Search
   94      670        970.269             1     Successful Search
   95      681        962.057             1     Successful Search
   96      684        962.026             1     Successful Search
   97      687        962.012             1     Successful Search
   98      690        962.001             1     Successful Search
   99      693        961.993             1     Successful Search
  100      696        961.988             1     Successful Search
  101      699        961.986             1     Successful Search
  102      710        953.602             1     Successful Search
  103      713         953.57             1     Successful Search
  104      716        953.555             1     Successful Search
  105      719        953.543             1     Successful Search
  106      722        953.534             1     Successful Search
  107      725        953.527             1     Successful Search
  108      728        953.524             1     Successful Search
  109      731        953.524             1     Successful Search
  110      742        945.088             1     Successful Search
  111      745        945.057             1     Successful Search
  112      748        945.043             1     Successful Search
  113      751        945.032             1     Successful Search
  114      754        945.024             1     Successful Search
  115      757        945.019             1     Successful Search
  116      760        945.017             1     Successful Search
  117      771        936.675             1     Successful Search
  118      774        936.642             1     Successful Search
  119      777        936.626             1     Successful Search
  120      780        936.613             1     Successful Search

Iter     f-count        f(x)       MeshSize      Method
  121      783        936.603             1     Successful Search
  122      786        936.596             1     Successful Search
  123      789        936.591             1     Successful Search
  124      792         936.59             1     Successful Search
  125      803        928.435             1     Successful Search
  126      806        928.403             1     Successful Search
  127      809        928.388             1     Successful Search
  128      812        928.375             1     Successful Search
  129      815        928.365             1     Successful Search
  130      818        928.358             1     Successful Search
  131      821        928.354             1     Successful Search
  132      824        928.353             1     Successful Search
  133      835        920.494             1     Successful Search
  134      837        919.908             1     Successful Search
  135      848        911.411             1     Successful Search
  136      851        911.397             1     Successful Search
  137      854        911.389             1     Successful Search
  138      857        911.384             1     Successful Search
  139      860        911.382             1     Successful Search
  140      871        903.563             1     Successful Search
  141      874         903.54             1     Successful Search
  142      877        903.523             1     Successful Search
  143      880        903.509             1     Successful Search
  144      883        903.497             1     Successful Search
  145      886        903.489             1     Successful Search
  146      889        903.483             1     Successful Search
  147      892         903.48             1     Successful Search
  148      895         903.48             1     Successful Search
  149      906        896.438             1     Successful Search
  150      909        896.418             1     Successful Search

Iter     f-count        f(x)       MeshSize      Method
  151      912        896.402             1     Successful Search
  152      915         896.39             1     Successful Search
  153      918        896.381             1     Successful Search
  154      921        896.374             1     Successful Search
  155      924         896.37             1     Successful Search
  156      927        896.369             1     Successful Search
  157      938        890.341             1     Successful Search
  158      941         890.32             1     Successful Search
  159      944        890.304             1     Successful Search
  160      947        890.291             1     Successful Search
  161      950         890.28             1     Successful Search
  162      953        890.272             1     Successful Search
  163      956        890.267             1     Successful Search
  164      959        890.265             1     Successful Search
  165      970        885.479             1     Successful Search
  166      973        885.458             1     Successful Search
  167      976         885.44             1     Successful Search
  168      979        885.426             1     Successful Search
  169      982        885.414             1     Successful Search
  170      985        885.405             1     Successful Search
  171      988        885.398             1     Successful Search
  172      991        885.394             1     Successful Search
  173      994        885.394             1     Successful Search
  174      999         884.99             1     Successful Search
  175     1002        884.984             1     Successful Search
  176     1005        884.979             1     Successful Search
  177     1008        884.977             1     Successful Search
  178     1019        880.785             1     Successful Search
  179     1022        880.764             1     Successful Search
  180     1025        880.746             1     Successful Search

Iter     f-count        f(x)       MeshSize      Method
  181     1028        880.731             1     Successful Search
  182     1031        880.719             1     Successful Search
  183     1034        880.709             1     Successful Search
  184     1037        880.703             1     Successful Search
  185     1040        880.698             1     Successful Search
  186     1043        880.697             1     Successful Search
  187     1054        878.162             1     Successful Search
  188     1057        878.143             1     Successful Search
  189     1060        878.128             1     Successful Search
  190     1063        878.115             1     Successful Search
  191     1066        878.104             1     Successful Search
  192     1069        878.097             1     Successful Search
  193     1072        878.093             1     Successful Search
  194     1075        878.091             1     Successful Search
  195     1086        877.462             1     Successful Search
  196     1089        877.445             1     Successful Search
  197     1092        877.431             1     Successful Search
  198     1095        877.419             1     Successful Search
  199     1098         877.41             1     Successful Search
  200     1101        877.404             1     Successful Search
  201     1104        877.401             1     Successful Search
  202     1107          877.4             1     Successful Search
  203     1112        877.312             1     Successful Search
  204     1115        877.303             1     Successful Search
  205     1118        877.296             1     Successful Search
  206     1121        877.292             1     Successful Search
  207     1124        877.291             1     Successful Search
  208     1142        862.641             2     Successful Poll
  209     1160        835.939             4     Successful Poll
  210     1178        793.899             8     Successful Poll

Iter     f-count        f(x)       MeshSize      Method
  211     1204        793.899             4     Refine Mesh
  212     1230        793.899             2     Refine Mesh
  213     1257        793.899             1     Refine Mesh
  214     1284        793.899           0.5     Refine Mesh
  215     1311        793.899          0.25     Refine Mesh
  216     1338        793.899         0.125     Refine Mesh
  217     1365        793.899        0.0625     Refine Mesh
  218     1392        793.899       0.03125     Refine Mesh
  219     1419        793.899       0.01563     Refine Mesh
  220     1446        793.899      0.007813     Refine Mesh
  221     1473        793.899      0.003906     Refine Mesh
  222     1500        793.899      0.001953     Refine Mesh
  223     1527        793.899     0.0009766     Refine Mesh
Optimization terminated: change in X less than options.TolX.

Obj. function:	    793.8994

theta1:	  -26.661874   -8.882227   -8.562326   -6.579539   -3.641133    1.276932   -1.464585   -6.406817   -3.240918   -1.847206   -3.552708   -1.021260   -8.798242   -5.819847   -1.205552   -0.782037   -5.275898   -1.954585   -3.660014  -10.532103   -0.405339   -0.553643   -2.969716   -1.515650   -4.049957

theta2	    0.410786    3.720914    0.076229    0.964286    1.971533   -3.718105    0.319168    7.621952   -0.906885    5.833978   -0.486277   -0.199978   -0.140039

gradient-analytical
-680698498600.6923
-199657075451.4444
-44135506247907.7580
-2733411720430.1064
-6620033273536.6494
-783731351237.3046
-85782602852727.6870
-9923495547433.8379
-11197555661691.5450
-6093142604700.1436
101106318737007.1700
-1490786652874.2800
 234583261291.4694

gradient-numerical I
           31.2660
           -0.1749
         3151.9000
            4.2785
           68.5422
           10.6041
          846.7742
           78.2547
          215.5016
           -0.7959
        -1392.3664
           25.4739
            6.0625

gradient-numerical II
           28.1307
            0.2154
         3167.5664
            5.0321
           68.5835
           10.6702
          852.7786
           77.8163
          215.6751
           -0.0273
        -1390.7602
           21.1398
            0.8766

hessian eigenvalues-numerical I
        -5660.8579
         -108.4472
            0.0290
            1.1958
            2.3613
           24.5198
           49.8009
           75.4184
          229.0925
         2278.4038
         3730.1024
        24113.4749
        28136.7839

hessian eigenvalues-numerical II
        -2676.8227
         -227.3608
          -18.8515
           -4.0045
            0.3098
            5.4172
           17.4967
           20.0563
           35.4479
          150.0270
         1435.8059
        20998.7966
        29807.4638

========================================================================
                       optimization routine : 9
                     set of starting values : 5
========================================================================
theta2 starting values:
   -0.620338   -0.757491   -0.259335    2.368628    0.258542   -0.894662   -1.628728   -0.811053   -1.784726    1.752260    0.680305   -0.366260    0.796934


Iter     f-count          f(x)      MeshSize     Method
    0        1        35266.5             1      
    1        9        2209.99             1     Successful Search
    2       11        2165.92             1     Successful Search
    3       13        2157.11             1     Successful Search
    4       17        1637.04             1     Successful Search
    5       23        1519.62             1     Successful Search
    6       29        1419.99             1     Successful Search
    7       35         1336.4             1     Successful Search
    8       41        1267.49             1     Successful Search
    9       47        1211.94             1     Successful Search
   10       53        1168.54             1     Successful Search
   11       59        1136.52             1     Successful Search
   12       65        1115.51             1     Successful Search
   13       71        1105.36             1     Successful Search
   14       78        1104.52             1     Successful Search
   15       92        1100.67             1     Successful Search
   16      106         1096.6             1     Successful Search
   17      120        1092.34             1     Successful Search
   18      134         1087.9             1     Successful Search
   19      148        1083.29             1     Successful Search
   20      162        1078.52             1     Successful Search
   21      176        1073.59             1     Successful Search
   22      190        1068.52             1     Successful Search
   23      204        1063.31             1     Successful Search
   24      218        1057.97             1     Successful Search
   25      232        1052.51             1     Successful Search
   26      246        1046.94             1     Successful Search
   27      260        1041.26             1     Successful Search
   28      274         1035.5             1     Successful Search
   29      288        1029.64             1     Successful Search
   30      302        1023.71             1     Successful Search

Iter     f-count        f(x)       MeshSize      Method
   31      316        1017.71             1     Successful Search
   32      330        1011.65             1     Successful Search
   33      344        1005.54             1     Successful Search
   34      358        999.376             1     Successful Search
   35      372        993.181             1     Successful Search
   36      386        986.957             1     Successful Search
   37      400        980.718             1     Successful Search
   38      407        980.707             1     Successful Search
   39      421        974.282             1     Successful Search
   40      435        967.805             1     Successful Search
   41      449        961.332             1     Successful Search
   42      463        954.876             1     Successful Search
   43      477        948.448             1     Successful Search
   44      491        942.062             1     Successful Search
   45      505        935.731             1     Successful Search
   46      519        929.468             1     Successful Search
   47      533        923.284             1     Successful Search
   48      547        917.197             1     Successful Search
   49      554        917.108             1     Successful Search
   50      568        910.862             1     Successful Search
   51      582        904.685             1     Successful Search
   52      596        898.633             1     Successful Search
